record_id,timestamp_alert,kafka_transit_ms,inference_ms,end2end_ms,confidence
REC_4666,2026-05-10T16:46:53.272490,0.00,10.04,10.04,0.9932
REC_4667,2026-05-10T16:46:53.333343,0.00,20.47,20.47,0.9552
REC_4669,2026-05-10T16:46:53.433257,4.09,14.19,18.84,0.9846
REC_4672,2026-05-10T16:46:53.588133,2.49,18.29,21.35,0.6114
REC_4676,2026-05-10T16:46:53.777411,0.00,7.01,7.01,0.5953
REC_4677,2026-05-10T16:46:53.833686,0.00,12.17,12.17,0.9865
REC_4688,2026-05-10T16:46:54.399947,0.00,19.02,19.02,0.9915
REC_4689,2026-05-10T16:46:54.450104,2.51,15.79,18.31,0.9036
REC_4691,2026-05-10T16:46:54.554310,1.05,19.96,21.02,0.9915
REC_4698,2026-05-10T16:46:54.902456,0.00,12.99,12.99,0.9896
REC_4703,2026-05-10T16:46:55.159671,0.00,16.04,16.04,0.8548
REC_4704,2026-05-10T16:46:55.208124,0.00,13.27,13.27,0.9711
REC_4715,2026-05-10T16:46:55.778737,3.90,22.01,25.91,0.9018
REC_4719,2026-05-10T16:46:55.973342,1.26,15.47,16.72,0.9500
REC_4721,2026-05-10T16:46:56.069730,0.00,11.39,11.39,0.9932
REC_4722,2026-05-10T16:46:56.118079,0.00,8.84,8.84,0.9829
REC_4748,2026-05-10T16:46:57.446323,0.00,14.67,14.67,0.8828
REC_4751,2026-05-10T16:46:57.599054,0.33,14.51,14.84,0.9374
REC_4758,2026-05-10T16:46:57.949752,0.00,9.91,9.91,0.9922
REC_4760,2026-05-10T16:46:58.062607,3.08,17.79,20.87,0.8339
REC_4773,2026-05-10T16:46:58.729690,0.00,23.84,23.84,0.9341
REC_4777,2026-05-10T16:46:58.954510,0.00,44.63,44.62,0.9530
REC_4784,2026-05-10T16:46:59.273389,0.00,6.89,6.89,0.9232
REC_4786,2026-05-10T16:46:59.386024,1.79,15.86,17.65,0.9258
REC_4790,2026-05-10T16:46:59.579250,0.00,7.91,7.91,0.9556
REC_4796,2026-05-10T16:46:59.895824,2.00,16.77,18.78,0.9611
REC_4802,2026-05-10T16:47:00.217154,8.07,27.93,36.00,0.7044
REC_4807,2026-05-10T16:47:00.454024,0.00,18.39,18.39,0.9090
REC_4812,2026-05-10T16:47:00.694000,0.00,4.26,4.26,0.9069
REC_4826,2026-05-10T16:47:01.417826,0.00,15.27,15.27,0.9774
REC_4833,2026-05-10T16:47:01.767254,0.00,9.61,9.61,0.8100
REC_4836,2026-05-10T16:47:01.926296,1.01,16.00,17.00,0.9585
REC_4842,2026-05-10T16:47:02.227874,0.00,14.36,14.36,0.7778
REC_4844,2026-05-10T16:47:02.338689,0.00,23.92,23.92,0.8136
REC_4846,2026-05-10T16:47:02.431144,2.38,11.78,14.75,0.9214
REC_4847,2026-05-10T16:47:02.478828,0.00,11.62,11.62,0.9751
REC_4852,2026-05-10T16:47:02.732723,0.00,11.06,11.06,0.9161
REC_4863,2026-05-10T16:47:03.294546,0.00,12.41,12.41,0.9219
REC_4865,2026-05-10T16:47:03.391258,0.00,7.33,7.33,0.9484
REC_4870,2026-05-10T16:47:03.645867,0.00,8.97,8.97,0.7765
REC_4873,2026-05-10T16:47:03.804718,0.00,15.66,15.66,0.7178
REC_4874,2026-05-10T16:47:03.852780,0.00,13.00,13.00,0.9708
REC_4881,2026-05-10T16:47:04.205226,0.00,9.94,9.94,0.9430
REC_4888,2026-05-10T16:47:04.570770,0.00,19.75,19.75,0.9023
REC_4892,2026-05-10T16:47:04.775686,2.36,18.72,21.64,0.9504
REC_4893,2026-05-10T16:47:04.824361,2.38,16.53,19.47,0.9254
REC_4896,2026-05-10T16:47:04.968190,0.00,10.83,10.83,0.9023
REC_4901,2026-05-10T16:47:05.224872,0.00,12.95,12.95,0.9114
REC_4912,2026-05-10T16:47:05.785868,0.00,13.19,13.19,0.9941
REC_4913,2026-05-10T16:47:05.834015,0.00,10.46,10.46,0.6391
REC_4923,2026-05-10T16:47:06.348956,0.00,16.09,16.09,0.9397
REC_4925,2026-05-10T16:47:06.445854,0.00,11.66,11.66,0.9910
REC_4927,2026-05-10T16:47:06.542741,0.00,6.74,6.74,0.9885
REC_4928,2026-05-10T16:47:06.606571,0.00,19.70,19.70,0.9797
REC_4931,2026-05-10T16:47:06.757679,0.00,17.76,17.76,0.8602
REC_4938,2026-05-10T16:47:07.099760,0.00,4.80,4.80,0.9960
REC_4939,2026-05-10T16:47:07.163499,1.05,16.53,17.58,0.8437
REC_4941,2026-05-10T16:47:07.259870,0.00,12.20,12.20,0.9903
REC_4942,2026-05-10T16:47:07.318504,0.00,19.96,19.96,0.6295
REC_4944,2026-05-10T16:47:07.404509,0.00,4.44,4.44,0.9724
REC_4947,2026-05-10T16:47:07.568533,0.00,15.16,15.16,0.9995
REC_4948,2026-05-10T16:47:07.612808,0.00,8.53,8.53,0.9871
REC_4953,2026-05-10T16:47:07.870185,0.00,11.01,11.01,0.9873
REC_4954,2026-05-10T16:47:07.918881,0.00,8.96,8.96,0.9462
REC_4955,2026-05-10T16:47:07.968803,0.00,7.94,7.94,0.9804
REC_4959,2026-05-10T16:47:08.175381,0.00,10.63,10.63,0.9803
REC_4960,2026-05-10T16:47:08.223426,0.00,7.65,7.65,0.9164
REC_4964,2026-05-10T16:47:08.433179,0.00,13.45,13.45,0.9929
REC_4965,2026-05-10T16:47:08.489566,0.00,19.32,19.32,0.9234
REC_4967,2026-05-10T16:47:08.577450,0.00,5.77,5.77,0.7863
REC_4968,2026-05-10T16:47:08.625565,0.00,2.97,2.97,0.9786
REC_4969,2026-05-10T16:47:08.689519,9.39,6.50,15.88,0.9631
REC_4974,2026-05-10T16:47:08.946660,0.00,15.82,18.39,0.9363
REC_4980,2026-05-10T16:47:09.255705,3.95,18.70,23.19,0.9484
REC_4981,2026-05-10T16:47:09.298061,2.44,11.41,14.48,0.9263
REC_4985,2026-05-10T16:47:09.504855,1.75,16.10,17.85,0.9909
REC_4990,2026-05-10T16:47:09.746666,0.00,5.43,5.43,0.9851
REC_4991,2026-05-10T16:47:09.794759,0.00,0.00,2.56,0.9974
REC_4992,2026-05-10T16:47:09.859252,0.00,16.10,16.10,0.7646
REC_4997,2026-05-10T16:47:10.116534,0.00,16.01,18.57,0.9726
REC_5006,2026-05-10T16:47:10.575697,0.00,19.61,19.61,0.7711
REC_5007,2026-05-10T16:47:10.611918,0.00,4.72,4.72,0.5224
REC_5012,2026-05-10T16:47:10.869125,0.00,7.97,7.97,0.9952
REC_5018,2026-05-10T16:47:11.174388,0.00,7.91,7.91,0.8675
REC_5020,2026-05-10T16:47:11.287692,2.52,15.09,19.62,0.9872
REC_5021,2026-05-10T16:47:11.340370,3.03,18.26,21.83,0.8749
REC_5026,2026-05-10T16:47:11.588077,0.00,16.35,16.35,0.9256
REC_5033,2026-05-10T16:47:11.937968,0.00,9.94,9.94,0.8447
REC_5034,2026-05-10T16:47:11.988644,0.00,9.50,9.50,0.9007
REC_5035,2026-05-10T16:47:12.048259,0.00,18.70,18.70,0.9959
REC_5040,2026-05-10T16:47:12.291783,0.00,8.07,8.07,0.9885
REC_5043,2026-05-10T16:47:12.452509,0.00,16.15,16.15,0.7799
REC_5044,2026-05-10T16:47:12.500633,2.56,10.56,13.12,0.7880
REC_5047,2026-05-10T16:47:12.645640,0.00,5.22,5.23,0.9672
REC_5049,2026-05-10T16:47:12.758297,0.00,16.02,16.02,0.9758
REC_5050,2026-05-10T16:47:12.806489,0.00,13.16,13.16,0.9441
REC_5056,2026-05-10T16:47:13.111872,0.00,12.94,12.94,0.9749
REC_5059,2026-05-10T16:47:13.256744,0.00,5.46,5.46,0.6258
REC_5061,2026-05-10T16:47:13.369286,0.00,15.90,15.89,0.9651
REC_5063,2026-05-10T16:47:13.465234,0.00,10.46,10.46,0.9900
REC_5066,2026-05-10T16:47:13.622835,2.36,13.86,16.22,0.8586
REC_5068,2026-05-10T16:47:13.721086,0.00,13.00,13.00,0.6937
REC_5072,2026-05-10T16:47:13.922069,0.00,11.53,11.53,0.6633
REC_5074,2026-05-10T16:47:14.031036,0.00,19.06,19.05,0.9790
REC_5078,2026-05-10T16:47:14.226241,0.00,10.99,10.99,0.8915
REC_5084,2026-05-10T16:47:14.531984,0.00,10.96,10.96,0.8387
REC_5089,2026-05-10T16:47:14.789449,1.89,12.28,14.18,0.8159
REC_5093,2026-05-10T16:47:14.982268,0.00,3.80,3.80,0.8892
REC_5094,2026-05-10T16:47:15.045424,0.00,15.91,15.91,0.9209
REC_5102,2026-05-10T16:47:15.447622,0.00,9.46,9.46,0.4581
REC_5104,2026-05-10T16:47:15.544633,0.00,4.47,4.47,0.9973
REC_5107,2026-05-10T16:47:15.709874,0.00,17.02,17.02,0.9546
REC_5110,2026-05-10T16:47:15.861977,2.85,14.08,16.93,0.7759
REC_5115,2026-05-10T16:47:16.116509,1.52,16.15,17.67,0.8181
REC_5118,2026-05-10T16:47:16.261989,0.00,10.91,10.91,0.9244
REC_5123,2026-05-10T16:47:16.518926,0.00,12.85,12.86,0.9721
REC_5130,2026-05-10T16:47:16.872540,3.72,6.76,10.48,0.9882
REC_5134,2026-05-10T16:47:17.080434,0.00,15.18,15.18,0.9863
REC_5147,2026-05-10T16:47:17.739576,0.00,12.96,12.97,0.9652
REC_5153,2026-05-10T16:47:18.055886,2.38,19.74,22.12,0.6940
REC_5169,2026-05-10T16:47:18.855330,0.00,7.44,7.44,0.9527
REC_5171,2026-05-10T16:47:18.967391,1.75,15.75,17.49,0.4929
REC_5172,2026-05-10T16:47:19.015695,0.00,15.07,15.07,0.9837
REC_5177,2026-05-10T16:47:19.271195,0.00,16.10,16.10,0.5794
REC_5189,2026-05-10T16:47:19.881859,0.00,16.15,16.15,0.9631
REC_5195,2026-05-10T16:47:20.187612,0.00,16.10,16.10,0.9899
REC_5207,2026-05-10T16:47:20.792126,0.00,9.96,9.96,0.5662
REC_5209,2026-05-10T16:47:20.888722,0.00,4.48,4.48,0.8543
REC_5210,2026-05-10T16:47:20.953225,2.91,14.09,18.05,0.9935
REC_5218,2026-05-10T16:47:21.355318,0.00,13.17,13.17,0.9677
REC_5239,2026-05-10T16:47:22.416481,0.00,5.48,5.48,0.9622
REC_5241,2026-05-10T16:47:22.532947,0.00,20.59,20.59,0.9844
REC_5259,2026-05-10T16:47:23.450620,5.60,16.06,21.66,0.5920
REC_5260,2026-05-10T16:47:23.498071,2.48,15.68,18.16,0.9822
REC_5265,2026-05-10T16:47:23.739124,0.00,4.97,4.97,0.7782
REC_5269,2026-05-10T16:47:23.949201,0.00,11.33,11.33,0.8555
REC_5272,2026-05-10T16:47:24.109735,1.75,15.98,17.72,0.9988
REC_5274,2026-05-10T16:47:24.205589,0.00,12.12,12.12,0.9767
REC_5277,2026-05-10T16:47:24.350194,0.00,3.73,3.73,0.8691
REC_5285,2026-05-10T16:47:24.774131,0.00,20.69,20.69,0.4655
REC_5286,2026-05-10T16:47:24.824029,2.01,17.89,19.90,0.9299
REC_5291,2026-05-10T16:47:25.064228,0.00,5.51,5.51,0.8119
REC_5294,2026-05-10T16:47:25.226965,0.00,16.01,16.01,0.7809
REC_5301,2026-05-10T16:47:25.586966,0.00,19.27,19.27,0.9751
REC_5306,2026-05-10T16:47:25.841419,0.00,19.52,19.52,0.9884
REC_5308,2026-05-10T16:47:25.927892,0.00,3.91,3.91,0.8096
REC_5315,2026-05-10T16:47:26.299256,1.79,17.80,19.59,0.9961
REC_5323,2026-05-10T16:47:26.698577,0.00,12.88,12.88,0.9412
REC_5324,2026-05-10T16:47:26.746947,0.00,10.56,10.56,0.9825
REC_5327,2026-05-10T16:47:26.908162,0.00,19.26,19.26,0.9097
REC_5335,2026-05-10T16:47:27.334293,9.18,29.59,38.77,0.9817
REC_5339,2026-05-10T16:47:27.532545,0.00,23.00,32.22,0.9332
REC_5341,2026-05-10T16:47:27.637341,2.63,31.82,34.45,0.9496
REC_5345,2026-05-10T16:47:27.812874,0.00,4.89,4.90,0.9491
REC_5346,2026-05-10T16:47:27.877218,6.54,11.94,18.47,0.9220
REC_5347,2026-05-10T16:47:27.925550,0.00,15.85,15.85,0.9724
REC_5348,2026-05-10T16:47:27.973536,0.00,12.89,12.89,0.7359
REC_5349,2026-05-10T16:47:28.021969,0.00,10.25,10.26,0.9663
REC_5355,2026-05-10T16:47:28.335022,0.00,18.14,18.14,0.9268
REC_5356,2026-05-10T16:47:28.375369,0.00,7.36,7.36,0.9770
REC_5360,2026-05-10T16:47:28.584507,0.00,12.97,12.97,0.9894
REC_5364,2026-05-10T16:47:28.792693,1.76,15.77,17.53,0.8051
REC_5365,2026-05-10T16:47:28.841256,0.00,15.64,15.63,0.9959
REC_5367,2026-05-10T16:47:28.938206,0.00,10.49,10.49,0.4516
REC_5370,2026-05-10T16:47:29.098964,2.54,16.11,18.65,0.9971
REC_5372,2026-05-10T16:47:29.195896,0.00,13.80,13.79,0.9375
REC_5380,2026-05-10T16:47:29.591236,0.00,3.47,3.47,0.9054
REC_5385,2026-05-10T16:47:29.849738,0.00,7.99,7.99,0.9145
REC_5386,2026-05-10T16:47:29.898339,0.00,5.49,5.49,0.9719
REC_5391,2026-05-10T16:47:30.156193,0.00,8.82,8.82,0.7689
REC_5392,2026-05-10T16:47:30.204529,0.00,6.18,6.18,0.9603
REC_5396,2026-05-10T16:47:30.418851,2.01,15.05,17.06,0.9571
REC_5401,2026-05-10T16:47:30.665664,0.00,10.88,10.88,0.5685
REC_5402,2026-05-10T16:47:30.713111,0.00,7.57,7.57,0.9435
REC_5418,2026-05-10T16:47:31.540606,0.00,21.61,21.61,0.9928
REC_5422,2026-05-10T16:47:31.743558,2.46,18.46,21.59,0.9945
REC_5429,2026-05-10T16:47:32.085773,0.00,7.43,7.43,0.9395
REC_5439,2026-05-10T16:47:32.597371,0.00,12.03,12.03,0.9579
REC_5442,2026-05-10T16:47:32.743822,0.00,5.51,5.51,0.8290
REC_5443,2026-05-10T16:47:32.807083,1.75,15.93,17.68,0.6281
REC_5447,2026-05-10T16:47:33.009997,0.00,17.43,17.43,0.6674
REC_5454,2026-05-10T16:47:33.354069,0.00,5.66,5.66,0.8583
REC_5455,2026-05-10T16:47:33.418429,0.00,19.06,19.06,0.9674
REC_5458,2026-05-10T16:47:33.562090,0.00,9.94,9.95,0.9661
REC_5466,2026-05-10T16:47:33.980611,1.67,20.79,22.46,0.8904
REC_5469,2026-05-10T16:47:34.148780,5.61,31.93,37.54,0.9034
REC_5470,2026-05-10T16:47:34.180398,1.81,16.11,17.92,0.9840
REC_5483,2026-05-10T16:47:34.850191,0.00,24.37,24.37,0.7286
REC_5486,2026-05-10T16:47:34.991926,0.00,12.06,12.06,0.9603
REC_5487,2026-05-10T16:47:35.040681,0.00,9.96,9.96,0.9121
REC_5489,2026-05-10T16:47:35.151091,0.00,18.53,18.53,0.9724
REC_5494,2026-05-10T16:47:35.394818,0.00,7.97,7.97,0.9402
REC_5497,2026-05-10T16:47:35.555649,0.00,16.04,16.04,0.9914
REC_5498,2026-05-10T16:47:35.604126,0.00,13.99,13.99,0.5107
REC_5503,2026-05-10T16:47:35.862427,2.02,15.76,17.78,0.9238
REC_5504,2026-05-10T16:47:35.910710,0.00,14.92,14.92,0.6323
REC_5505,2026-05-10T16:47:35.959324,6.31,6.26,12.57,0.8275
REC_5506,2026-05-10T16:47:36.019299,2.01,19.87,21.89,1.0000
REC_5507,2026-05-10T16:47:36.070033,2.95,18.63,22.15,0.9708
REC_5509,2026-05-10T16:47:36.179889,4.08,26.87,30.95,0.9317
REC_5511,2026-05-10T16:47:36.268138,2.75,14.82,17.57,0.9767
REC_5514,2026-05-10T16:47:36.416954,0.00,14.09,14.09,0.9922
REC_5520,2026-05-10T16:47:36.719193,0.00,12.02,12.02,0.8300
REC_5521,2026-05-10T16:47:36.767170,0.00,9.10,9.10,0.9854
REC_5524,2026-05-10T16:47:36.931044,2.01,19.09,21.10,1.0000
REC_5530,2026-05-10T16:47:37.227849,0.00,13.44,13.44,0.4197
REC_5531,2026-05-10T16:47:37.276349,0.00,11.45,11.45,0.9546
REC_5537,2026-05-10T16:47:37.582199,0.00,12.96,12.96,0.9409
REC_5542,2026-05-10T16:47:37.839545,0.00,15.87,15.87,0.7738
REC_5544,2026-05-10T16:47:37.935854,0.00,10.42,10.43,0.8876
REC_5545,2026-05-10T16:47:37.984242,0.00,7.91,7.91,0.9886
REC_5549,2026-05-10T16:47:38.193194,0.00,12.79,12.79,0.9514
REC_5550,2026-05-10T16:47:38.241548,0.00,10.61,10.62,0.8678
REC_5555,2026-05-10T16:47:38.507144,0.00,22.40,22.40,0.9433
REC_5556,2026-05-10T16:47:38.557773,0.00,22.43,22.43,0.9947
REC_5560,2026-05-10T16:47:38.780948,0.00,41.00,41.00,0.9816
REC_5561,2026-05-10T16:47:38.796795,0.00,5.58,5.58,0.9725
REC_5567,2026-05-10T16:47:39.101750,0.00,5.12,5.12,0.9524
REC_5570,2026-05-10T16:47:39.262252,0.00,12.98,12.98,0.9472
REC_5572,2026-05-10T16:47:39.359944,0.00,8.63,8.63,0.8293
REC_5575,2026-05-10T16:47:39.519935,0.00,15.80,15.80,0.9629
REC_5576,2026-05-10T16:47:39.568130,0.00,12.87,12.87,0.9457
REC_5579,2026-05-10T16:47:39.713521,0.00,5.48,5.48,0.9857
REC_5584,2026-05-10T16:47:39.970734,0.00,8.14,8.14,0.9756
REC_5585,2026-05-10T16:47:40.019006,0.00,5.44,5.44,0.9129
REC_5592,2026-05-10T16:47:40.372327,0.00,0.00,2.56,0.9974
REC_5597,2026-05-10T16:47:40.641985,2.05,14.98,17.75,0.9993
REC_5600,2026-05-10T16:47:40.796973,0.00,21.18,21.18,0.9764
REC_5601,2026-05-10T16:47:40.831500,0.00,4.66,4.66,0.8648
REC_5603,2026-05-10T16:47:40.943554,0.00,14.48,14.48,0.7017
REC_5610,2026-05-10T16:47:41.294963,0.00,7.41,7.41,0.6849
REC_5627,2026-05-10T16:47:42.169206,0.00,17.35,17.35,0.9387
REC_5629,2026-05-10T16:47:42.269479,0.00,15.28,15.28,0.9413
REC_5638,2026-05-10T16:47:42.731256,0.00,19.62,19.62,0.9800
REC_5639,2026-05-10T16:47:42.783683,2.10,19.42,21.52,0.8555
REC_5640,2026-05-10T16:47:42.832744,2.34,17.24,20.15,0.9447
REC_5642,2026-05-10T16:47:42.927681,0.00,12.92,12.93,0.9625
REC_5646,2026-05-10T16:47:43.133435,0.00,15.59,15.59,0.9395
REC_5655,2026-05-10T16:47:43.583685,0.00,7.47,7.47,0.9224
REC_5656,2026-05-10T16:47:43.646295,3.15,15.78,18.93,0.9385
REC_5658,2026-05-10T16:47:43.744359,0.00,15.90,15.90,0.9732
REC_5659,2026-05-10T16:47:43.793044,0.32,12.97,13.29,0.9770
REC_5661,2026-05-10T16:47:43.889439,0.00,7.89,7.89,0.9479
REC_5664,2026-05-10T16:47:44.050044,0.00,15.75,15.75,0.9542
REC_5668,2026-05-10T16:47:44.242495,0.00,4.65,4.65,0.9773
REC_5673,2026-05-10T16:47:44.498846,0.00,6.90,6.90,0.9789
REC_5674,2026-05-10T16:47:44.547482,0.00,4.74,4.74,0.9683
REC_5681,2026-05-10T16:47:44.915339,0.00,16.09,16.09,0.9218
REC_5683,2026-05-10T16:47:45.010804,0.00,9.83,9.83,0.8238
REC_5694,2026-05-10T16:47:45.577382,0.00,17.04,17.04,0.6701
REC_5697,2026-05-10T16:47:45.728210,0.00,14.88,14.88,0.9370
REC_5699,2026-05-10T16:47:45.833360,0.00,18.45,18.45,0.8327
REC_5702,2026-05-10T16:47:45.983201,0.00,15.65,15.65,0.9614
REC_5704,2026-05-10T16:47:46.087882,0.00,18.68,18.68,0.9117
REC_5705,2026-05-10T16:47:46.138476,0.00,18.38,18.38,0.9639
REC_5706,2026-05-10T16:47:46.178071,0.00,7.12,7.12,0.9610
REC_5710,2026-05-10T16:47:46.384584,0.00,6.58,9.59,0.9749
REC_5714,2026-05-10T16:47:46.592450,0.00,14.01,14.01,0.9407
REC_5718,2026-05-10T16:47:46.786178,0.00,4.35,4.35,0.9704
REC_5719,2026-05-10T16:47:46.850565,1.75,15.85,17.60,0.9953
REC_5727,2026-05-10T16:47:47.253510,0.00,13.21,13.21,0.9895
REC_5738,2026-05-10T16:47:47.809935,0.00,10.50,10.51,0.9580
REC_5752,2026-05-10T16:47:48.515901,0.00,3.60,3.60,0.7765
REC_5753,2026-05-10T16:47:48.579471,0.00,16.11,16.11,0.8077
REC_5754,2026-05-10T16:47:48.627925,0.00,13.78,13.78,0.9034
REC_5762,2026-05-10T16:47:49.028429,0.00,7.18,7.18,0.7782
REC_5765,2026-05-10T16:47:49.194868,0.00,21.72,21.72,0.9302
REC_5769,2026-05-10T16:47:49.386223,0.00,9.40,9.40,0.8325
REC_5773,2026-05-10T16:47:49.599735,0.00,19.29,19.29,0.9857
REC_5782,2026-05-10T16:47:50.049212,0.00,7.50,7.50,0.9960
REC_5785,2026-05-10T16:47:50.209971,0.00,16.05,16.05,0.9580
REC_5786,2026-05-10T16:47:50.258443,0.32,13.46,13.78,0.7695
REC_5789,2026-05-10T16:47:50.415997,0.00,18.91,18.92,0.9915
REC_5803,2026-05-10T16:47:51.126341,0.00,16.02,16.02,0.8900
REC_5810,2026-05-10T16:47:51.479476,0.00,12.42,12.42,0.9585
REC_5811,2026-05-10T16:47:51.527723,0.00,10.02,10.02,0.8437
REC_5817,2026-05-10T16:47:51.854661,3.55,28.84,32.39,0.9690
REC_5823,2026-05-10T16:47:52.146296,0.00,19.13,19.13,0.8536
REC_5828,2026-05-10T16:47:52.400973,0.00,19.64,19.64,0.9700
REC_5841,2026-05-10T16:47:53.050247,0.00,7.44,7.44,0.9485
REC_5845,2026-05-10T16:47:53.259243,0.00,13.18,13.18,0.9996
REC_5847,2026-05-10T16:47:53.355874,0.00,8.22,8.22,0.9869
REC_5848,2026-05-10T16:47:53.404032,0.00,5.51,5.51,0.8823
REC_5850,2026-05-10T16:47:53.516385,2.09,14.06,16.15,0.6685
REC_5856,2026-05-10T16:47:53.821155,0.00,15.71,15.71,0.9951
REC_5858,2026-05-10T16:47:53.917556,0.00,10.10,10.10,0.5286
REC_5864,2026-05-10T16:47:54.234953,0.00,22.89,22.89,0.9173
REC_5869,2026-05-10T16:47:54.473797,0.00,7.65,7.65,0.8933
REC_5880,2026-05-10T16:47:55.035830,3.52,6.31,9.83,0.9691
REC_5884,2026-05-10T16:47:55.246643,0.00,17.57,17.57,0.5387
REC_5894,2026-05-10T16:47:55.757406,0.00,19.72,19.72,0.8399
REC_5895,2026-05-10T16:47:55.804868,0.00,16.11,16.11,0.8563
REC_5896,2026-05-10T16:47:55.853330,0.00,13.26,13.26,0.9955
REC_5899,2026-05-10T16:47:56.010200,0.00,17.85,17.85,0.9822
REC_5906,2026-05-10T16:47:56.367570,2.74,16.44,19.18,0.9818
REC_5909,2026-05-10T16:47:56.521870,0.00,21.30,21.30,0.9054
REC_5910,2026-05-10T16:47:56.570464,3.03,16.38,19.42,0.7877
REC_5915,2026-05-10T16:47:56.823094,0.00,17.95,17.95,0.9839
REC_5922,2026-05-10T16:47:57.177916,0.00,16.15,16.15,0.9887
REC_5930,2026-05-10T16:47:57.580555,0.00,11.94,11.94,0.9753
REC_5934,2026-05-10T16:47:57.788581,0.00,16.16,16.16,0.9921
REC_5940,2026-05-10T16:47:58.097309,0.00,19.54,19.54,0.9541
REC_5942,2026-05-10T16:47:58.190117,0.00,10.40,10.40,0.8906
REC_5945,2026-05-10T16:47:58.350717,1.75,16.16,17.91,0.9352
REC_5952,2026-05-10T16:47:58.700575,0.00,11.43,11.43,0.9428
REC_5953,2026-05-10T16:47:58.756757,0.00,17.15,17.15,0.8216
REC_5955,2026-05-10T16:47:58.858349,2.33,14.10,17.02,0.9642
REC_5960,2026-05-10T16:47:59.130534,2.04,31.99,34.03,0.7706
REC_5973,2026-05-10T16:47:59.769775,0.00,9.44,9.44,0.9371
REC_5978,2026-05-10T16:48:00.035117,2.02,17.57,19.59,0.9557
REC_5980,2026-05-10T16:48:00.120153,0.00,0.00,2.56,0.9664
REC_5981,2026-05-10T16:48:00.184436,0.00,15.78,15.78,0.9317
REC_5982,2026-05-10T16:48:00.232591,0.83,11.98,12.80,0.8821
REC_5989,2026-05-10T16:48:00.589024,0.00,12.10,12.10,0.9797
REC_5990,2026-05-10T16:48:00.635646,0.00,7.73,7.73,0.8729
REC_5997,2026-05-10T16:48:01.002103,3.02,15.32,18.92,0.9989
REC_6004,2026-05-10T16:48:01.357875,0.00,16.05,18.64,0.8568
REC_6010,2026-05-10T16:48:01.663156,0.00,18.89,18.89,0.8071
REC_6019,2026-05-10T16:48:02.113848,0.00,10.70,10.70,0.9729
REC_6027,2026-05-10T16:48:02.529302,0.00,19.40,19.40,0.9049
REC_6029,2026-05-10T16:48:02.629294,0.00,18.56,18.56,0.9380
REC_6038,2026-05-10T16:48:03.099582,4.04,28.66,33.24,0.9858
REC_6040,2026-05-10T16:48:03.179990,0.00,12.32,12.32,0.9660
REC_6052,2026-05-10T16:48:03.782632,0.00,4.82,4.82,0.9437
REC_6070,2026-05-10T16:48:04.698794,0.00,3.63,3.63,0.5919
REC_6075,2026-05-10T16:48:04.954173,0.00,3.63,3.63,0.9329
REC_6081,2026-05-10T16:48:05.275106,0.00,15.76,18.78,0.7364
REC_6082,2026-05-10T16:48:05.327251,0.00,20.20,20.20,0.9769
REC_6092,2026-05-10T16:48:05.832471,2.05,16.06,18.11,0.9995
REC_6093,2026-05-10T16:48:05.880927,0.00,16.10,16.10,0.9399
REC_6098,2026-05-10T16:48:06.138396,2.56,16.22,18.77,0.9674
REC_6105,2026-05-10T16:48:06.492101,1.01,16.00,17.00,0.9159
REC_6116,2026-05-10T16:48:07.053140,0.00,15.74,18.66,0.9797
REC_6117,2026-05-10T16:48:07.101593,0.00,16.10,16.10,0.7536
REC_6127,2026-05-10T16:48:07.615981,2.46,18.25,21.25,0.6702
REC_6128,2026-05-10T16:48:07.666101,0.00,20.32,20.32,0.8566
REC_6134,2026-05-10T16:48:07.967386,0.00,17.72,17.72,0.8222
REC_6137,2026-05-10T16:48:08.108068,0.00,5.40,5.40,0.9686
REC_6142,2026-05-10T16:48:08.375595,0.00,18.51,18.51,0.9108
REC_6150,2026-05-10T16:48:08.779310,1.01,15.85,16.86,0.9833
REC_6152,2026-05-10T16:48:08.881645,0.00,17.54,17.54,0.9630
REC_6158,2026-05-10T16:48:09.179286,0.00,10.99,10.99,0.9559
REC_6159,2026-05-10T16:48:09.227096,0.00,7.95,7.95,0.9403
REC_6160,2026-05-10T16:48:09.290451,0.00,20.52,20.52,0.9551
REC_6163,2026-05-10T16:48:09.433309,0.00,11.51,11.51,0.9782
REC_6164,2026-05-10T16:48:09.491436,2.01,17.05,19.06,0.9616
REC_6172,2026-05-10T16:48:09.892024,3.80,11.03,14.83,0.9446
REC_6179,2026-05-10T16:48:10.255187,6.27,15.88,22.15,0.9960
REC_6181,2026-05-10T16:48:10.351145,4.57,9.71,15.96,0.8047
REC_6186,2026-05-10T16:48:10.622292,3.02,28.77,31.79,0.9798
REC_6188,2026-05-10T16:48:10.734553,2.68,39.01,41.69,0.9987
REC_6191,2026-05-10T16:48:10.862279,2.59,13.56,16.15,1.0000
REC_6204,2026-05-10T16:48:11.519232,0.00,11.67,11.67,0.9629
REC_6205,2026-05-10T16:48:11.582873,0.00,24.25,24.25,0.9012
REC_6207,2026-05-10T16:48:11.678608,2.05,15.94,17.98,0.8981
REC_6214,2026-05-10T16:48:12.034771,0.00,19.06,19.06,0.7397
REC_6219,2026-05-10T16:48:12.294015,0.00,21.81,21.80,0.6619
